title,ingr_full,quant,units,cut,ingr,category
strawberry-french-toast,1 cup milk,1,cups,,milk,
strawberry-ricotta-stuffed-whole-grain-french-toast,1/2 cup milk,0.5,cups,,milk,
stuffed-french-toast,2 tablespoons milk,2,tablespoons,,milk,
stuffed-french-toast-ii,1/4 cup milk,0.25,cups,,milk,
sweet-french-toast,1/4 cup milk,0.25,cups,,milk,
three-cheese-stuffed-french-toast,1/2 cup milk,0.5,cups,,milk,
toffee-apple-french-toast,"1 3/4 cups milk, divided",0.75,cups,,milk,
ultimate-french-toast,2 tablespoons milk,2,tablespoons,,milk,
valentines-day-french-toast,"1 tablespoon milk, or to taste",1,tablespoons,,milk,
vanilla-almond-spiced-french-toast,2 cups whole milk,2,cups,,milk,
vanilla-french-toast,1/2 cup milk,0.5,cups,,milk,
waffled-french-toast,1/4 cup fat-free milk,0.25,cups,,milk,
whole-grain-french-toast-and-tropical-fruit-kabobs,1/4 cup milk,0.25,cups,,milk,
whole-grain-french-toast-with-nutmeg-scented-fruit,1/4 cup fat-free milk,0.25,cups,,milk,
wife-saver-french-toast,2 1/2 cups 1% low-fat milk,1,cups,,milk,
yummy-french-toast,2/3 cup milk,0.67,cups,,milk,
bacon-crusted-fruit-stuffed-french-toast,"1 sprig mint leaves, slivered",1,,,mint,
challah-french-toast-with-berry-sauce,"3 cups mixed berries such as blackberries, raspberries, and blueberries",3,cups,,mixed berries,
french-toast-cups-topped-with-nutella,"1 cup fresh berries (strawberries, blueberries and raspberries)",1,cups,,mixed berries,
french-toast-with-mixed-berries-with-truvia-natural-sweetener,"1 1/2 cups mixed fresh berries (raspberries, strawberries, blueberries), sliced if large",0.5,large,,mixed berries,
stuffed-french-toast-with-fresh-berry-topping,"2 cups mixed fresh berries (strawberries, raspberries, blueberries and/or blackberries)",2,cups,,mixed berries,
chucks-molasses-french-toast,3 tablespoons molasses,3,tablespoons,,molasses,
overnight-gingerbread-french-toast,1/4 cup molasses,0.25,cups,,molasses,
french-toasted-mozzarella-and-prosciutto-sandwiches,8 ounces lightly salted mozzarella cheese,8,ounces,,mozzarella cheese,
italian-french-toast,6 ounces mozzarella cheese,6,ounces,,mozzarella cheese,
three-cheese-stuffed-french-toast,3/4 cup shredded mozzarella cheese,0.75,cups,,mozzarella cheese,
german-french-toast,8 slices muenster cheese,8,slices,,muenster cheese,
crunchy-stuffed-french-toast,"2 cups archer farms\u2122 muesli cereal, crushed",2,cups,,muesli cereal,
apres-ski-french-toast,4 slices multigrain bread,4,slices,,multigrain bread,bread
whole-grain-french-toast-with-nutmeg-scented-fruit,8 slices whole wheat or multigrain bread,8,slices,,multigrain bread,bread
blueberry-stuffed-french-toast,"1 (8 ounce) package neufchatel cheese, softened",8,ounces,,neufchatel cheese,
french-toast-sandwiches,"1/2 (8 ounce) package neufchatel cheese, softened",4,ounces,,neufchatel cheese,
french-toast-sandwiches,"1/2 (8 ounce) package neufchatel cheese, softened",4,ounces,,neufchatel cheese,
french-toast-strata-with-apples-and-raisins,"1 (8 ounce) package neufchatel cheese, cubed",8,ounces,,neufchatel cheese,
french-toast-strata-with-apples-and-raisins-1,"1 (8 ounce) package neufchatel cheese, cubed",8,ounces,,neufchatel cheese,
raspberry-stuffed-french-toast-with-custard-sauce,1 (4 ounce) package philadelphia neufchatel cheese,4,ounces,,neufchatel cheese,
banana-and-nutella-french-toast,1/4 cup chocolate-hazelnut spread (such as nutella\xae),0.25,cups,,nutella,
french-toast-cups-topped-with-nutella,1/3 cup nutella\xae,0.33,cups,,nutella,
nutella-stuffed-french-toast,"2 tablespoons chocolate-hazelnut spread (such as nutella\xae), or more to taste",2,tablespoons,,nutella,
raspberry-cheesecake-stuffed-french-toast,"nutmeg, for topping",,,,nutmeg,
apple-cinnamon-baked-french-toast,3/4 teaspoon ground nutmeg,0.75,teaspoons,,nutmeg,
apres-ski-french-toast,1/4 tablespoon ground nutmeg,0.25,tablespoons,,nutmeg,
bacon-crusted-fruit-stuffed-french-toast,1 dash ground nutmeg,1,dashes,,nutmeg,
baked-apple-cinnamon-french-toast,1/2 teaspoon freshly grated nutmeg,0.5,teaspoons,,nutmeg,
baked-blueberry-french-toast,1 teaspoon ground nutmeg,1,teaspoons,,nutmeg,
baked-french-toast,1/4 teaspoon ground nutmeg,0.25,teaspoons,,nutmeg,
baked-french-toast,1/2 teaspoon ground nutmeg,0.5,teaspoons,,nutmeg,
baked-french-toast-with-maple-syrup-and-granola,1/2 teaspoon ground nutmeg,0.5,teaspoons,,nutmeg,
blueberry-stuffed-french-toast,1/4 teaspoon ground nutmeg,0.25,teaspoons,,nutmeg,
captains-crunch-french-toast,1/4 teaspoon ground nutmeg,0.25,teaspoons,,nutmeg,
cinnamon-french-toast,1/8 teaspoon grated nutmeg,0.13,teaspoons,,nutmeg,
crispy-french-toast,1 dash ground nutmeg,1,dashes,,nutmeg,
crunchy-raisin-bread-french-toast,1/8 teaspoon ground nutmeg,0.13,teaspoons,,nutmeg,
easy-baked-banana-french-toast,1/4 teaspoon ground nutmeg,0.25,teaspoons,,nutmeg,
freezer-french-toast,1/4 teaspoon ground nutmeg,0.25,teaspoons,,nutmeg,
french-toast-i,1/4 teaspoon ground nutmeg (optional),0.25,teaspoons,,nutmeg,
french-toast-ii,1 teaspoon ground nutmeg,1,teaspoons,,nutmeg,
french-toast-sandwiches,1/2 teaspoon ground nutmeg,0.5,teaspoons,,nutmeg,
french-toast-sandwiches,1/2 teaspoon ground nutmeg,0.5,teaspoons,,nutmeg,
french-toast-with-maple-apples,1/2 teaspoon freshly grated nutmeg,0.5,teaspoons,,nutmeg,
gingerbread-french-toast,1/4 teaspoon ground nutmeg,0.25,teaspoons,,nutmeg,
haitian-french-toast,1 dash ground nutmeg,1,dashes,,nutmeg,
ham-and-provolone-stuffed-french-toast,1/8 teaspoon ground nutmeg,0.13,teaspoons,,nutmeg,
kerrys-french-toast,1/2 teaspoon ground nutmeg,0.5,teaspoons,,nutmeg,
mascarpone-stuffed-french-toast-with-peaches,4 pinches ground nutmeg,4,pinches,,nutmeg,
oven-baked-caramel-french-toast,1 teaspoon ground nutmeg,1,teaspoons,,nutmeg,
overnight-french-toast,1/2 teaspoon ground nutmeg,0.5,teaspoons,,nutmeg,
overnight-gingerbread-french-toast,1/2 teaspoon ground nutmeg,0.5,teaspoons,,nutmeg,
pecan-french-toast,1/4 teaspoon nutmeg,0.25,teaspoons,,nutmeg,
poppy-seed-french-toast,1 pinch ground nutmeg,1,pinches,,nutmeg,
portuguese-bread-french-toast,1/2 teaspoon freshly grated nutmeg,0.5,teaspoons,,nutmeg,
snow-day-french-toast,1/2 teaspoon ground nutmeg,0.5,teaspoons,,nutmeg,
strawberry-french-toast,1/4 teaspoon ground nutmeg,0.25,teaspoons,,nutmeg,
stuffed-french-toast-i,1/4 teaspoon ground nutmeg,0.25,teaspoons,,nutmeg,
valentines-day-french-toast,"3 dashes ground nutmeg, or to taste",3,dashes,,nutmeg,
vanilla-almond-spiced-french-toast,1/4 teaspoon ground nutmeg,0.25,teaspoons,,nutmeg,
whole-grain-french-toast-with-nutmeg-scented-fruit,1/4 teaspoon nutmeg,0.25,teaspoons,,nutmeg,
whole-grain-french-toast-with-nutmeg-scented-fruit,1/2 teaspoon nutmeg,0.5,teaspoons,,nutmeg,
yummy-french-toast,1/2 teaspoon nutmeg,0.5,teaspoons,,nutmeg,
smuckers-stuffed-french-toast,"1/2 teaspoon nutmeg, glaze:",0.5,teaspoons,,nutmeg glaze,
stuffed-french-toast-ii,8 slices oatnut bread,8,slices,,oatnut bread,bread
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,1/2 cup quick-cooking rolled oats,0.5,cups,,oats,
stuffed-french-toast-with-fresh-berry-topping,vegetable oil,,,,oil,
almond-french-toast,3 tablespoons canola oil,3,tablespoons,,oil,
cinnamon-french-toast,2 teaspoons canola oil,2,teaspoons,,oil,
crispy-baked-french-toast,"1/4 cup vegetable oil, butter, maple syrup",0.25,cups,,oil,
crispy-french-toast,8 cups vegetable oil for deep-frying,8,cups,,oil,
deep-fried-french-toast,2 quarts vegetable oil for frying,2,quarts,,oil,
french-toast-with-almonds,3 tablespoons canola oil,3,tablespoons,,oil,
french-toast-with-maple-apples,2 teaspoons vegetable oil,2,teaspoons,,oil,
french-toasted-mozzarella-and-prosciutto-sandwiches,3 tablespoons extra virgin olive oil,3,tablespoons,,oil,
italian-french-toast,1 cup vegetable oil for frying,1,cups,,oil,
jacks-french-toast,1 cup oil for frying,1,cups,,oil,
mascarpone-stuffed-french-toast-with-peaches,"2 teaspoons vegetable oil, or as needed",2,teaspoons,,oil,
pbj-french-toast,"1 tablespoon vegetable oil, or as needed",1,tablespoons,,oil,
peanut-butter-french-toast,1 tablespoon vegetable oil,1,tablespoons,,oil,
pineapple-sage-scented-challah-french-toast,"1 tablespoon vegetable oil, or as needed",1,tablespoons,,oil,
yummy-french-toast,2 tablespoons canola oil,2,tablespoons,,oil,
apres-ski-french-toast,1 teaspoon orange juice,1,teaspoons,,orange juice,
baked-french-toast-with-maple-syrup-and-granola,1/2 cup orange juice,0.5,cups,,orange juice,
baked-french-toast-with-orange-syrup,1/2 cup orange juice,0.5,cups,,orange juice,
caribbean-cruise-stuffed-french-toast,1/3 cup orange juice,0.33,cups,,orange juice,
crispy-french-toast,1/4 cup orange juice,0.25,cups,,orange juice,
haitian-french-toast,1 cup orange juice,1,cups,,orange juice,
no-fry-french-toast,1/2 cup orange juice,0.5,cups,,orange juice,
orange-french-toast,3/4 cup orange juice,0.75,cups,,orange juice,
orange-pecan-french-toast,1 cup fresh orange juice,1,cups,,orange juice,
pecan-french-toast,2/3 cup orange juice,0.67,cups,,orange juice,
smuckers-stuffed-french-toast,1/2 cup orange juice,0.5,cups,,orange juice,
stuffed-french-toast,1/3 cup orange juice,0.33,cups,,orange juice,
banana-raisin-french-toast,2 teaspoons frozen orange juice concentrate,2,teaspoons,,orange juice concentrate,
banana-stuffed-french-toast,1 tablespoon orange liqueur,1,tablespoons,,orange liqueur,
creme-brulee-french-toast,1 teaspoon brandy-based orange liqueur (such as grand marnier\xae),1,teaspoons,,orange liqueur,
stuffed-french-toast-i,1/3 cup orange marmalade,0.33,cups,,orange marmalade,
baked-french-toast-with-orange-syrup,1/4 teaspoon finely shredded orange peel,0.25,teaspoons,,orange peel,
no-fry-french-toast,1/4 teaspoon finely shredded orange peel,0.25,teaspoons,,orange peel,
orange-french-toast,1/2 teaspoon grated orange peel,0.5,teaspoons,,orange peel,
baked-french-toast,orange wedges,,,,orange wedges,
apres-ski-french-toast,2 teaspoons grated orange zest,2,teaspoons,,orange zest,
banana-french-toast-breakfast-sandwiches,1 teaspoon grated orange zest,1,teaspoons,,orange zest,
banana-french-toast-breakfast-sandwiches,1 teaspoon grated orange zest,1,teaspoons,,orange zest,
banana-stuffed-french-toast,1 teaspoon grated orange zest,1,teaspoons,,orange zest,
french-toast-cups-topped-with-nutella,1/4 teaspoon orange zest,0.25,teaspoons,,orange zest,
french-toast-stars,1 tablespoon grated orange zest,1,tablespoons,,orange zest,
orange-pecan-french-toast,1 teaspoon grated orange zest,1,teaspoons,,orange zest,
pecan-french-toast,2 tablespoons grated orange zest,2,tablespoons,,orange zest,
portuguese-bread-french-toast,1 teaspoon orange zest,1,teaspoons,,orange zest,
crispy-baked-french-toast,1 cup kikkoman panko bread crumbs,1,cups,,panko bread crumbs,
savory-parmesan-french-toast,1/3 cup grated parmesan cheese,0.33,cups,,parmesan cheese,
italian-french-toast,2 teaspoons dried parsley,2,teaspoons,,parsley,
cinnamon-french-toast,"3 peaches, sliced",3,,,peaches,
mascarpone-stuffed-french-toast-with-peaches,8 fresh peaches,8,,,peaches,
peach-french-toast,"1 (29 ounce) can sliced peaches, drained",29,ounces,,peaches,
three-cheese-stuffed-french-toast,2 cups sliced fresh peaches,2,cups,,peaches,
fantastic-french-toast,1/2 cup jif\xae creamy peanut butter,0.5,cups,,peanut butter,
french-toast-with-peanut-butter-maple-syrup,4 tablespoons peanut butter,4,tablespoons,,peanut butter,
granola-peanut-butter-french-toast,12 tablespoons creamy peanut butter,12,tablespoons,,peanut butter,
pbj-french-toast,6 tablespoons peanut butter,6,tablespoons,,peanut butter,
peanut-butter-and-jelly-french-toast,3/4 cup peanut butter,0.75,cups,,peanut butter,
peanut-butter-crunch-french-toast,1/2 cup creamy peanut butter,0.5,cups,,peanut butter,
peanut-butter-french-toast,1/4 cup peanut butter,0.25,cups,,peanut butter,
fantastic-french-toast,1/4 cup chopped peanuts,0.25,cups,,peanuts,
made-over-french-toast-with-spiced-pears,"2 large ripe pears, cored and sliced",2,ripe,,pears,
whole-grain-french-toast-with-nutmeg-scented-fruit,3 pears,3,,,pears,
caramel-french-toast,1/4 cup pecan halves (optional),0.25,cups,,pecan,
caribbean-cruise-stuffed-french-toast,1/2 cup toasted pecan pieces,0.5,pieces,,pecan,
baked-cinnamon-apple-french-toast,1/2 cup chopped pecans,0.5,cups,,pecans,
baked-french-toast-by-marzetti,1/2 cup chopped pecans,0.5,cups,,pecans,
bananas-foster-french-toast,1/4 cup chopped pecans,0.25,cups,,pecans,
make-ahead-french-toast,1 cup chopped pecans,1,cups,,pecans,
orange-pecan-french-toast,1/3 cup chopped pecans,0.33,cups,,pecans,
oven-baked-caramel-french-toast,"1 cup chopped pecans, divided",1,cups,,pecans,
overnight-french-toast,"1/2 cup chopped pecans, toasted",0.5,cups,,pecans,
pecan-french-toast,1/2 cup chopped pecans,0.5,cups,,pecans,
praline-pecan-french-toast,3/4 cup chopped toasted pecans,0.75,cups,,pecans,
praline-pecan-french-toast,3/4 cup chopped pecans,0.75,cups,,pecans,
stuffed-french-toast,1/2 cup chopped pecans,0.5,cups,,pecans,
french-toasted-mozzarella-and-prosciutto-sandwiches,and freshly milled black,,,,pepper,
easy-pina-colada-french-toast,1/2 cup bottled pina colada drink mix,0.5,cups,,pina colada drink mix,
french-toasted-mozzarella-and-prosciutto-sandwiches,1/4 cup pine nuts,0.25,cups,,pine nuts,
caribbean-cruise-stuffed-french-toast,"1/3 cup crushed pineapple, drained",0.33,cups,,pineapple,
pineapple-french-toast,"1 (15.25 ounce) can crushed pineapple (juice pack), drained",15,ounces,,pineapple,
pineapple-stuffed-french-toast,"1 cup chopped fresh pineapple, drained",1,cups,,pineapple,
stuffed-french-toast,"1/3 cup crushed pineapple, undrained",0.33,cups,,pineapple,
pineapple-sage-scented-challah-french-toast,1/4 cup fresh pineapple sage leaves,0.25,cups,,pineapple sage leaves,
poppy-seed-french-toast,3 tablespoons poppy seeds,3,tablespoons,,poppy seeds,
portuguese-bread-french-toast,1 (1 pound) loaf portuguese sweet bread,1,pound,,portuguese sweet bread,bread
stuffed-french-toast-with-fresh-berry-topping,powdered sugar,,,,powdered sugar,
baked-french-toast,powdered sugar,,,,powdered sugar,
crunchy-raisin-bread-french-toast,2 tablespoons powdered sugar,2,tablespoons,,powdered sugar,
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,1/4 cup powdered sugar,0.25,cups,,powdered sugar,
no-fry-french-toast,1 tablespoon powdered sugar (optional),1,tablespoons,,powdered sugar,
french-toasted-mozzarella-and-prosciutto-sandwiches,4 ounces thinly sliced prosciutto di parma,4,ounces,,prosciutto di parma,
ham-and-provolone-stuffed-french-toast,4 slices sargento\xae sliced reduced sodium provolone cheese,4,slices,,provolone cheese,
eggnog-french-toast,1 teaspoon pumpkin pie spice,1,teaspoons,,pumpkin pie spice,
pumpkin-pie-french-toast,1/4 teaspoon pumpkin pie spice,0.25,teaspoons,,pumpkin pie spice,
strawberry-banana-french-toast,1 tablespoon pumpkin pie or apple pie spice,1,tablespoons,,pumpkin pie spice,
pumpkin-pie-french-toast,1/4 cup canned pumpkin puree,0.25,cups,,pumpkin puree,
crunchy-raisin-bread-french-toast,"8 slices sun-maid\xae raisin bread, powdered sugar for topping (optional)",8,slices,,raisin bread,bread
pineapple-sage-scented-challah-french-toast,2 thick slices raisin challah bread,2,slices,,raisin bread,bread
snow-day-french-toast,6 slices raisin bread,6,slices,,raisin bread,bread
amazing-slow-cooker-french-toast,1/2 cup raisins (optional),0.5,cups,,raisins,
baked-apple-cinnamon-french-toast,1/2 cup raisins,0.5,cups,,raisins,
baked-cinnamon-apple-french-toast,1/2 cup dried cranberries,0.5,cups,,raisins,
baked-french-swirl-toast,3/4 cup dried cranberries or raisins,0.75,cups,,raisins,
easy-oven-baked-french-toast-with-raisin-syrup,1/2 cup california raisins,0.5,cups,,raisins,
french-toast-apple-cobbler,1/4 cup golden raisins or dried cranberries,0.25,cups,,raisins,
french-toast-strata-with-apples-and-raisins,1/2 cup raisins,0.5,cups,,raisins,
french-toast-strata-with-apples-and-raisins-1,1/2 cup raisins,0.5,cups,,raisins,
holiday-morning-french-toast,1/2 cup dried cranberries or raisins,0.5,cups,,raisins,
cinnamon-french-toast,1 cup raspberries,1,cups,,raspberries,
raspberry-stuffed-french-toast-with-custard-sauce,"1 (12 ounce) package frozen unsweetened raspberries, divided",12,ounces,,raspberries,
stuffed-french-toast-ii,1/2 cup seedless raspberry jam,0.5,cups,,raspberry jam,
pbj-french-toast,2 tablespoons raspberry-flavored liqueur,2,tablespoons,,raspberry liqueur,
raspberry-cheesecake-stuffed-french-toast,1 cup raspberry puree,1,cups,,raspberry puree,
granola-peanut-butter-french-toast,2 cups reese's\xae puffs\xae cereal,2,cups,,reeses puff cereal,
baked-cinnamon-french-toast,"1 cup kellogg's\xae rice krispies\xae cereal, topping:",1,cups,,rice krispy cereal,
a-surprise-inside-french-toast,1/4 cup ricotta cheese,0.25,cups,,ricotta cheese,
strawberry-ricotta-stuffed-whole-grain-french-toast,1/2 cup low-fat ricotta cheese,0.5,cups,,ricotta cheese,
stuffed-french-toast-with-fresh-berry-topping,2/3 cup low-fat ricotta cheese,0.67,cups,,ricotta cheese,
three-cheese-stuffed-french-toast,1 tablespoon ricotta cheese,1,tablespoons,,ricotta cheese,
eggnog-french-toast,1 1/2 teaspoons rum extract,0.5,teaspoons,,rum extract,
gingerbread-french-toast,2 teaspoons rum extract,2,teaspoons,,rum extract,
overnight-french-toast,1 1/2 teaspoons rum flavored extract (optional),0.5,teaspoons,,rum extract,
ham-and-provolone-stuffed-french-toast,4 slices lower sodium rye or millet bread,4,slices,,rye bread,bread
french-toasted-mozzarella-and-prosciutto-sandwiches,"finely chopped, kosher salt ",,,,salt,
almond-french-toast,1/4 teaspoon salt,0.25,teaspoons,,salt,
apres-ski-french-toast,1/4 teaspoon salt,0.25,teaspoons,,salt,
bacon-crusted-fruit-stuffed-french-toast,1 dash salt,1,dashes,,salt,
baked-apple-cinnamon-french-toast,1/4 teaspoon salt,0.25,teaspoons,,salt,
baked-french-toast-with-home-style-syrup,1 teaspoon salt,1,teaspoons,,salt,
best-oven-baked-french-toast,1 pinch salt,1,pinches,,salt,
brunch-baked-french-toast,1/4 teaspoon salt,0.25,teaspoons,,salt,
caramel-french-toast,1/4 teaspoon salt,0.25,teaspoons,,salt,
caramelized-french-toast,1/8 teaspoon salt,0.13,teaspoons,,salt,
challah-french-toast-with-berry-sauce,1/4 teaspoon salt,0.25,teaspoons,,salt,
cheddar-french-toast-with-dried-fruit-syrup,1/4 teaspoon salt,0.25,teaspoons,,salt,
chef-johns-french-toast,1 pinch salt,1,pinches,,salt,
chocolate-french-toast,1/4 teaspoon salt,0.25,teaspoons,,salt,
chocolate-french-toast,1/4 teaspoon salt,0.25,teaspoons,,salt,
cinnamon-accented-french-toast,1/4 teaspoon salt,0.25,teaspoons,,salt,
creme-brulee-french-toast,1/4 teaspoon salt,0.25,teaspoons,,salt,
creme-brulee-french-toast,1/4 teaspoon salt,0.25,teaspoons,,salt,
creme-brulee-french-toast,1/4 teaspoon salt,0.25,teaspoons,,salt,
deep-fried-french-toast,1/4 teaspoon salt,0.25,teaspoons,,salt,
easy-french-toast,1 pinch salt,1,pinches,,salt,
easy-french-toast-waffles,1 pinch salt,1,pinches,,salt,
fluffy-french-toast,1 pinch salt,1,pinches,,salt,
french-toast-apple-cobbler,1/4 teaspoon salt,0.25,teaspoons,,salt,
french-toast-stars,1/4 teaspoon salt,0.25,teaspoons,,salt,
french-toast-with-almonds,1/4 teaspoon salt,0.25,teaspoons,,salt,
french-toast-with-mixed-berries-with-truvia-natural-sweetener,1/4 teaspoon salt,0.25,teaspoons,,salt,
gingerbread-french-toast,1 teaspoon salt,1,teaspoons,,salt,
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,1/4 teaspoon salt,0.25,teaspoons,,salt,
overnight-french-toast-ii,1/4 teaspoon salt,0.25,teaspoons,,salt,
overnight-gingerbread-french-toast,"1 pinch salt, or to taste",1,pinches,,salt,
peanut-butter-and-jelly-french-toast,1/4 teaspoon salt,0.25,teaspoons,,salt,
pineapple-french-toast,1/4 teaspoon salt,0.25,teaspoons,,salt,
skiers-french-toast,1/4 teaspoon salt,0.25,teaspoons,,salt,
snow-day-french-toast,1/4 teaspoon salt,0.25,teaspoons,,salt,
wife-saver-french-toast,1 pinch salt,1,pinches,,salt,
raspberry-stuffed-french-toast-with-custard-sauce,1 pkg. (4 serving size) jell-o vanilla flavor instant pudding &amp, pie filling,1,,serving,
cheddar-french-toast-with-dried-fruit-syrup,1 1/3 cups shredded sharp cheddar cheese,0.33,cups,,sharp cheddar cheese,
whole-grain-french-toast-and-tropical-fruit-kabobs,6 (6 inch) bamboo skewers,6,inch,,skewers,
baked-cinnamon-apple-french-toast,1 1/2 cups skim milk,0.5,cups,,skim milk,
baked-french-toast,1 1/2 cups skim milk,0.5,cups,,skim milk,
baked-french-toast,1/2 cup skim milk,0.5,cups,,skim milk,
crunchy-raisin-bread-french-toast,1/3 cup skim milk,0.33,cups,,skim milk,
fabulous-frosted-french-toast,1 1/2 cups skim milk,0.5,cups,,skim milk,
french-toast,2 tablespoons skim milk,2,tablespoons,,skim milk,
french-toast-strata,2/3 cup skim milk,0.67,cups,,skim milk,
french-toast-with-maple-apples,1 cup skim milk,1,cups,,skim milk,
french-toast-with-mixed-berries-with-truvia-natural-sweetener,1 cup fat-free (skim) milk,1,cups,,skim milk,
reduced-fat-french-toast,2/3 cup skim milk,0.67,cups,,skim milk,
baked-blueberry-french-toast,1/2 cup reduced-fat sour cream,0.5,cups,,sour cream,
fabulous-frosted-french-toast,2 tablespoons fat-free sour cream,2,tablespoons,,sour cream,
bacon-crusted-fruit-stuffed-french-toast,"4 strawberries, diced, or more to taste",4,,,strawberries,
crunchy-stuffed-french-toast,1/2 cup archer farms\u2122 oregon strawberry preserves,0.5,cups,,strawberries,
gils-brioche-french-toast,"3 cups fresh strawberries, hulled, divided",3,cups,,strawberries,
lemon-cream-stuffed-french-toast-with-streusel-topper-and-fresh-blueberries,"2 tablespoons butter, fresh blueberries or sliced strawberries",2,tablespoons,,strawberries,
lorena-garcias-crispy-french-toast,"1 cup strawberries, sliced",1,cups,,strawberries,
patriotic-french-toast,"1 (10 ounce) package frozen strawberries, thawed",10,ounces,,strawberries,
strawberry-banana-french-toast,1 (16 ounce) package frozen sweetened whole strawberries,16,ounces,,strawberries,
strawberry-cheesecake-french-toast,1 cup mashed fresh strawberries,1,cups,,strawberries,
strawberry-cheesecake-french-toast,8 sliced fresh strawberries,8,,,strawberries,
strawberry-cream-cheese-french-toast,1 1/2 cups sliced fresh strawberries,0.5,cups,,strawberries,
strawberry-cream-cheese-french-toast,1 cup sliced fresh strawberries,1,cups,,strawberries,
strawberry-french-toast,"1 (10 ounce) package frozen strawberries - thawed, drained, and juice reserved, water as needed",10,ounces,,strawberries,
strawberry-ricotta-stuffed-whole-grain-french-toast,"2 cups fresh sliced strawberries, divided, non-stick cooking spray, powdered sugar, maple syrup",2,cups,,strawberries,
stuffed-french-toast-with-fresh-berry-topping,1/4 cup strawberry preserves,0.25,cups,,strawberries,
valentines-day-french-toast,"6 strawberries, or more to taste, sliced",6,,,strawberries,
waffled-french-toast,1 cup sliced fresh strawberries,1,cups,,strawberries,
red-kisses-french-toast,strawberry jam,,,,strawberry jam,
a-surprise-inside-french-toast,2 teaspoons white sugar,2,teaspoons,,sugar,
apple-cinnamon-baked-french-toast,"2/3 cup sugar, divided",0.67,cups,,sugar,
apple-pie-french-toast,1/2 cup white sugar,0.5,cups,,sugar,
applesauce-french-toast,2 tablespoons white sugar,2,tablespoons,,sugar,
apres-ski-french-toast,1 teaspoon white sugar,1,teaspoons,,sugar,
bacon-crusted-fruit-stuffed-french-toast,2 tablespoons white sugar,2,tablespoons,,sugar,
baked-cinnamon-french-toast,"2 tablespoons sugar, divided",2,tablespoons,,sugar,
baked-coconut-french-toast,1/2 cup white sugar,0.5,cups,,sugar,
baked-french-toast,1/3 cup white sugar,0.33,cups,,sugar,
baked-french-toast,1/2 cup white sugar,0.5,cups,,sugar,
baked-french-toast,2 tablespoons white sugar,2,tablespoons,,sugar,
baked-french-toast,2 teaspoons sugar,2,teaspoons,,sugar,
baked-french-toast-with-home-style-syrup,1 1/2 cups sugar,0.5,cups,,sugar,
baked-french-toast-with-maple-syrup-and-granola,1/2 cup white sugar,0.5,cups,,sugar,
blueberry-french-toast,1 cup white sugar,1,cups,,sugar,
blueberry-french-toast-cobbler,1/2 cup sugar,0.5,cups,,sugar,
blueberry-stuffed-french-toast,1/4 cup white sugar,0.25,cups,,sugar,
blueberry-stuffed-french-toast,1/4 cup white sugar,0.25,cups,,sugar,
blueberry-stuffed-french-toast,1 cup white sugar,1,cups,,sugar,
captains-crunch-french-toast,2 1/2 tablespoons white sugar,1,tablespoons,,sugar,
challah-french-toast-with-berry-sauce,1/3 cup sugar,0.33,cups,,sugar,
challah-french-toast-with-berry-sauce,1 teaspoon sugar,1,teaspoons,,sugar,
chocolate-french-toast,2/3 cup white sugar,0.67,cups,,sugar,
chocolate-french-toast,1 teaspoon sugar,1,teaspoons,,sugar,
cinnamon-accented-french-toast,2 teaspoons white sugar,2,teaspoons,,sugar,
cinnamon-and-sugar-french-waffle-toast,2 tablespoons white sugar,2,tablespoons,,sugar,
cinnamon-raisin-stuffed-french-toast,1 tablespoon white sugar,1,tablespoons,,sugar,
crispy-baked-french-toast,3/4 teaspoon sugar,0.75,teaspoons,,sugar,
crispy-french-toast,1 tablespoon white sugar,1,tablespoons,,sugar,
crunchy-baked-french-toast,1 tablespoon white sugar,1,tablespoons,,sugar,
cutters-french-toast,"1/4 cup splenda\xae no calorie sweetener, granulated",0.25,cups,,sugar,
deep-fried-french-toast,5 1/2 teaspoons white sugar,2.5,teaspoons,,sugar,
eggnog-french-toast,1/3 cup sugar,0.33,cups,,sugar,
fabulous-frosted-french-toast,2 tablespoons white sugar,2,tablespoons,,sugar,
fabulous-frosted-french-toast,2 tablespoons white sugar,2,tablespoons,,sugar,
fluffy-french-toast,1 tablespoon white sugar,1,tablespoons,,sugar,
freezer-french-toast,2 tablespoons sugar,2,tablespoons,,sugar,
french-toast-apple-cobbler,1/4 cup sugar,0.25,cups,,sugar,
french-toast-cups-topped-with-nutella,1 teaspoon granulated sugar,1,teaspoons,,sugar,
french-toast-strata,"1/3 cup splenda\xae no calorie sweetener, granulated",0.33,cups,,sugar,
french-toast-strata,"1 tablespoon splenda\xae no calorie sweetener, granulated",1,tablespoons,,sugar,
gingerbread-french-toast,1 tablespoon white sugar,1,tablespoons,,sugar,
haitian-french-toast,1/4 cup white sugar,0.25,cups,,sugar,
incredibly-sweet-and-aromatic-french-toast,1/2 cup white sugar,0.5,cups,,sugar,
lorena-garcias-crispy-french-toast,"1/2 cup splenda\xae no calorie sweetener, granulated",0.5,cups,,sugar,
mascarpone-stuffed-french-toast-with-peaches,1/2 cup sugar,0.5,cups,,sugar,
